Primary or Secondary interaction,Citation Number,Citation Short Description,Region,Location Description,Country,Habitat Type,Lat.,Long.,Elev. (or Range Min),Elev. Range Max,Interaction Type,Interaction Tags,Subject Order,Bat Family,Bat Genus,Bat Species,Plant/Arthropod,Object Class,Object Order,Object Family,Object Genus,Object Species,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Piperaceae,Piper,Piper amalago,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper arboreum,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Piperaceae,Piper,Piper arboreum,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,Plant,,,Piperaceae,Piper,Piper arboreum,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Piperaceae,Piper,Piper glabratum,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper glabratum,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Caesalpiniaceae,Copaifera,Copaifera langsdorfii,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Melastomataceae,Miconia,Miconia albicans,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,Solanum paniculatum,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,,
Primary  ,230,"Peracchi, A. L. & S. T. de Albuquerque. 1971",,Brazil-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,Solanum verbascifolium,
Primary  ,230,"Peracchi, A. L. & S. T. de Albuquerque. 1971",,Brazil-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Plant,,,Lecythidaceae,Lecythis,,
Primary  ,230,"Peracchi, A. L. & S. T. de Albuquerque. 1971",,Brazil-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,Solanum paniculatum,
Primary  ,230,"Peracchi, A. L. & S. T. de Albuquerque. 1971",,Brazil-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Pygoderma,Pygoderma bilabiatum,Plant,,,Melastomataceae,Miconia,Miconia brasiliensis,
Primary  ,230,"Peracchi, A. L. & S. T. de Albuquerque. 1971",,Brazil-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,,
Primary  ,233,"Petit, S. 1997",,Curacao-Forest,Curacao,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Cactaceae,Stenocereus,Stenocereus griseus,
Primary  ,233,"Petit, S. 1997",,Curacao-Forest,Curacao,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Cactaceae,Subpilocereus,Subpilocereus repandus,
Primary  ,233,"Petit, S. 1997",,Curacao-Forest,Curacao,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Cactaceae,Subpilocereus,Subpilocereus repandus,
Primary  ,233,"Petit, S. 1997",,Curacao-Forest,Curacao,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Cactaceae,Stenocereus,Stenocereus griseus,
Primary  ,233,"Petit, S. 1997",,Curacao-Forest,Curacao,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Malvaceae,Ceiba,Ceiba pentandra,
Primary  ,233,"Petit, S. 1997",,Curacao-Forest,Curacao,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Agavaceae,Agave,,
Primary  ,233,"Petit, S. 1997",,Curacao-Forest,Curacao,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Malvaceae,Ceiba,Ceiba pentandra,
Primary  ,233,"Petit, S. 1997",,Curacao-Forest,Curacao,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Agavaceae,Agave,,
Primary  ,233,"Petit, S. 1997",,Curacao-Forest,Curacao,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Cactaceae,Stenocereus,Stenocereus griseus,
Primary  ,233,"Petit, S. 1997",,Curacao-Forest,Curacao,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Cactaceae,Subpilocereus,Subpilocereus repandus,
Primary  ,233,"Petit, S. 1997",,Curacao-Forest,Curacao,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Cactaceae,Subpilocereus,Subpilocereus repandus,
Primary  ,233,"Petit, S. 1997",,Curacao-Forest,Curacao,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Cactaceae,Stenocereus,Stenocereus griseus,
Primary  ,233,"Petit, S. 1997",,Curacao-Forest,Curacao,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Cactaceae,Pilosocereus,Pilosocereus lanuginosus,
Primary  ,233,"Petit, S. 1997",,Curacao-Forest,Curacao,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Cactaceae,Pilosocereus,Pilosocereus lanuginosus,
Primary  ,233,"Petit, S. 1997",,Curacao-Forest,Curacao,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Moraceae,Chlorophora,Chlorophora tinctoria,
Primary  ,233,"Petit, S. 1997",,Curacao-Forest,Curacao,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Sapotaceae,Manilkara,Manilkara zapota,
Primary  ,233,"Petit, S. 1997",,Curacao-Forest,Curacao,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Sapotaceae,Manilkara,Manilkara zapota,
Primary  ,233,"Petit, S. 1997",,Curacao-Forest,Curacao,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Myrtaceae,Syzygium,Syzygium cumini,
Primary  ,233,"Petit, S. 1997",,Curacao-Forest,Curacao,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Myrtaceae,Syzygium,Syzygium cumini,
Primary  ,234,"Pizo, M. A. 2002",,Saibadela Research Station,Brazil,Forest,-24.2333333,-48.06666667,70,,Seed Dispersal,,Chiroptera,,,,Plant,,,Myrtaceae,Psidium,Psidium littorale,
Primary  ,234,"Pizo, M. A. 2002",,Saibadela Research Station,Brazil,Forest,-24.2333333,-48.06666667,70,,Seed Dispersal,,Chiroptera,,,,Plant,,,Myrtaceae,Psidium,Psidium guajava,
Primary  ,234,"Pizo, M. A. 2002",,Saibadela Research Station,Brazil,Forest,-24.2333333,-48.06666667,70,,Seed Dispersal,,Chiroptera,,,,Plant,,,Myrtaceae,Eugenia,Eugenia stictosepala,
Primary  ,235,"Prance, G. T. & S. A. Mori. 2004",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Lecythidaceae,Lecythis,Lecythis poiteaui,
Primary  ,235,"Prance, G. T. & S. A. Mori. 2004",,,,,,,,,Pollination,,Chiroptera,,,,Plant,,,Lecythidaceae,Lecythis,Lecythis barnebyi,
Primary  ,239,"Puig, H. 2001",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Polemoniaceae,Cobaea,Cobaea aschersoniana,
Primary  ,239,"Puig, H. 2001",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga commissarisi,Plant,,,Fabaceae,Mucuna,Mucuna holtonii,
Primary  ,239,"Puig, H. 2001",,,,,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Urticaceae,Cecropia,Cecropia obtusa,
Primary  ,239,"Puig, H. 2001",,,,,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,,Plant,,,Urticaceae,Cecropia,,
Primary  ,240,"Quesada, M. et al. 2004",,,Mexico,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Malvaceae,Ceiba,Ceiba aesculifolia,
Primary  ,240,"Quesada, M. et al. 2004",,,Mexico,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Malvaceae,Ceiba,Ceiba grandiflora,
Primary  ,240,"Quesada, M. et al. 2004",,,Mexico,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Malvaceae,Ceiba,Ceiba pentandra,
Primary  ,240,"Quesada, M. et al. 2004",,,Mexico,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Malvaceae,Ceiba,Ceiba aesculifolia,
Primary  ,240,"Quesada, M. et al. 2004",,,Mexico,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Malvaceae,Ceiba,Ceiba grandiflora,
Primary  ,240,"Quesada, M. et al. 2004",,,Mexico,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Malvaceae,Ceiba,Ceiba pentandra,
Primary  ,240,"Quesada, M. et al. 2004",,,Mexico,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Musonycteris,Musonycteris harrisoni,Plant,,,Malvaceae,Ceiba,Ceiba grandiflora,
Primary  ,240,"Quesada, M. et al. 2004",,,Mexico,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Malvaceae,Ceiba,Ceiba pentandra,
Primary  ,241,"Ramirez, N. et al. 1984",,Estacion Biological de Los LLanos,Venezuela,Savanna,8.9333333,-67.41666667,110,,Pollination,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Fabaceae,Bauhinia,Bauhinia ungulata,
Primary  ,241,"Ramirez, N. et al. 1984",,Estacion Biological de Los LLanos,Venezuela,Savanna,8.9333333,-67.41666667,110,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Fabaceae,Bauhinia,Bauhinia ungulata,
Primary  ,241,"Ramirez, N. et al. 1984",,Estacion Biological de Los LLanos,Venezuela,Savanna,8.9333333,-67.41666667,110,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Fabaceae,Bauhinia,Bauhinia pauletia,
Primary  ,241,"Ramirez, N. et al. 1984",,Estacion Biological de Los LLanos,Venezuela,Savanna,8.9333333,-67.41666667,110,,Pollination,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Fabaceae,Bauhinia,Bauhinia pauletia,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Plant,,,Mimosaceae,Parkia,Parkia pendula,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Plant,,,Malvaceae,Ochroma,Ochroma lagopus,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Plant,,,Mimosaceae,Parkia,Parkia auriculata,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla thomasi,Plant,,,Caryocaraceae,Caryocar,Caryocar villosum,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla thomasi,Plant,,,Myrtaceae,Eugenia,,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Micronycteris,Micronycteris megalotis,Plant,,,Moraceae,Ficus,,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Solanaceae,Solanum,Solanum salviifolium,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Solanaceae,Vismia,Vismia guianensis,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Sapotaceae,Achras,Achras sapota,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Solanaceae,Solanum,Solanum grandiflorum,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Plant,,,Urticaceae,Cecropia,Cecropia distachya,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Plant,,,Urticaceae,Cecropia,Cecropia concolor,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus elongatus,Plant,,,Annonaceae,Rollinia,Rollinia mucosa,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla thomasi,Plant,,,Solanaceae,Vismia,,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Moraceae,Ficus,Ficus maxima,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Urticaceae,Cecropia,Cecropia concolor,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Urticaceae,Cecropia,Cecropia palmata,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Moraceae,Brosimum,,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper aduncum,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper haboreum,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper cyrtopodon,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper hostmannianum,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Vismia,,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Vismia,Vismia guianensis,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Vismia,Vismia cayennensis,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Vismia,Vismia duckei,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Vismia,Vismia glabra,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Clusiaceae,Tovomita,,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Humiriaceae,Saccoglottis,Saccoglottis guianensis,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Malpighiaceae,Byrsonima,,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Myrtaceae,Syzygium,Syzygium jambolanum,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Myrtaceae,Myrcia,Myrcia paivae,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Myrtaceae,Psidium,Psidium guianensis,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Apocynaceae,Couma,Couma utilis,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum rugosum,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum juripeba,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum grandiflorum,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum salviifolium,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Solanaceae,Vismia,Vismia duckei,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Piperaceae,Piper,Piper aduncum,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Solanaceae,Vismia,Vismia guianensis,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Solanaceae,Vismia,,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Solanaceae,Solanum,Solanum rugosum,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Solanaceae,Solanum,,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Myrtaceae,Syzygium,Syzygium jambolanum,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Piperaceae,Piper,Piper aduncum,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,Solanum rugosum,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Icacinaceae,Poraqueiba,Poraqueiba sericea,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,Solanum grandiflorum,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Caricaceae,Carica,Carica papaya,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,Solanum paniculatum,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Vismia,Vismia guianensis,
Primary  ,244,"Reis, N. R. & A. L. Peracchi. 1987",,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Vismia,,
