Primary or Secondary interaction,Citation Number,Citation Short Description,Region,Location Description,Country,Habitat Type,Lat.,Long.,Elev. (or Range Min),Elev. Range Max,Interaction Type,Interaction Tags,Subject Order,Bat Family,Bat Genus,Bat Species,Plant/Arthropod,Object Class,Object Order,Object Family,Object Genus,Object Species,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Moraceae,Ficus,,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Solanaceae,Solanum,Solanum rugosum,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum rugosum,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Caesalpiniaceae,Cassia,Cassia fruticosa,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper arieianum,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper sancti-felicis,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper multiplinervum,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Moraceae,Ficus,Ficus insipida,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Solanaceae,Solanum,Solanum rugosum,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Caesalpiniaceae,Cassia,Cassia fruticosa,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Piperaceae,Piper,Piper arieianum,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Piperaceae,Piper,Piper cenocladum,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Piperaceae,Piper,,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Piperaceae,Piper,Piper multiplinervum,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Piperaceae,Piper,Piper sancti-felicis,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Urticaceae,Cecropia,Cecropia obtusifolia,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Caesalpiniaceae,Cassia,Cassia fruticosa,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,Piper arieianum,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,Piper cenocladum,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,Piper sancti-felicis,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,Piper multiplinervum,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Piperaceae,Piper,Piper auritum,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Piperaceae,Piper,Piper auritum,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyrops,Vampyrops helleri,Plant,,,Piperaceae,Piper,Piper auritum,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyrops,Vampyrops helleri,Plant,,,Solanaceae,Vismia,,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Piperaceae,Pothomorphe,Pothomorphe peltata,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Solanaceae,Lycianthes,Lycianthes multiflorum,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Micronycteris,,Plant,,,Apocynaceae,Stemmadenia,Stemmadenia donnellsmithii,
Primary  ,225,"Palmeirim, J. M., D. L. Borchov & S. Stoleson. 1989",,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus trigonata,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Araceae,Philodendron,Philodendron appendiculatum,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Urticaceae,Cecropia,Cecropia glaziovii,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus fimbriatus,Plant,,,Urticaceae,Cecropia,Cecropia glaziovii,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Urticaceae,Cecropia,Cecropia glaziovii,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus fimbriatus,Plant,,,Urticaceae,Cecropia,Cecropia pachystachya,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Urticaceae,Cecropia,Cecropia pachystachya,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus fimbriatus,Plant,,,Cucurbitaceae,,,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Cucurbitaceae,,,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Vismia,,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus fimbriatus,Plant,,,Moraceae,Ficus,Ficus luschnatiana,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus luschnatiana,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus fimbriatus,Plant,,,Moraceae,Ficus,,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Moraceae,Ficus,,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper aduncum,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper dilatatum,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus fimbriatus,Plant,,,Piperaceae,Piper,,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Piperaceae,Piper,,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Rosaceae,Rubus,Rubus brasiliensis,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Rosaceae,Rubus,Rubus brasiliensis,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Aureliana,,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,Solanum cinnamomeum,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum megalochiton,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum paranense,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,Solanum paranense,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira tildae,Plant,,,Solanaceae,Solanum,Solanum paranense,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,Solanum rufescens,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,Solanum sanctaecatharinae,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Solanaceae,Solanum,Solanum scuticum,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,Solanum scuticum,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira tildae,Plant,,,Solanaceae,Solanum,Solanum scuticum,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,Solanum subsylvestre,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,Solanum swartzianum,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,Solanum variabile,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum variabile,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus fimbriatus,Plant,,,Solanaceae,Solanum,,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira tildae,Plant,,,Solanaceae,Solanum,,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus fimbriatus,Plant,,,Solanaceae,Vassobia,Vassobia breviflora,
Primary  ,226,"Passos, F. C. et al. 2003",,Intervales State Park,Brazil,Forest,-24.2666667,-48.4,904,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Vassobia,Vassobia breviflora,
Primary  ,227,"Pedro, W. A. &  F. C. Passos. 1995",,"Linhares Forest Reserve, Espiríto Santo",Brazil,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,,,,
Primary  ,227,"Pedro, W. A. &  F. C. Passos. 1995",,"Linhares Forest Reserve, Espiríto Santo",Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Plant,,,Cucurbitaceae,Momordica,,
Primary  ,227,"Pedro, W. A. &  F. C. Passos. 1995",,"Linhares Forest Reserve, Espiríto Santo",Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus recifinus,Plant,,,Urticaceae,Cecropia,,
Primary  ,227,"Pedro, W. A. &  F. C. Passos. 1995",,"Linhares Forest Reserve, Espiríto Santo",Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,,
Primary  ,227,"Pedro, W. A. &  F. C. Passos. 1995",,"Linhares Forest Reserve, Espiríto Santo",Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum inaequale,
Primary  ,227,"Pedro, W. A. &  F. C. Passos. 1995",,"Linhares Forest Reserve, Espiríto Santo",Brazil,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper arboreum,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Caryocaraceae,Caryocar,Caryocar brasiliense,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Pollination,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Caryocaraceae,Caryocar,Caryocar brasiliense,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Fabaceae,Bauhinia,Bauhinia holophylla,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Fabaceae,Bauhinia,Bauhinia holophylla,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Fabaceae,Bauhinia,,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Fabaceae,Bauhinia,,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Pollination,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Fabaceae,Bauhinia,,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Pollination,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Fabaceae,Bauhinia,,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Fabaceae,Hymenaea,,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Tiliaceae,Luehea,Luehea paniculata,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Tiliaceae,Luehea,Luehea paniculata,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Tiliaceae,Luehea,Luehea paniculata,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Piperaceae,Piper,,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Urticaceae,Cecropia,Cecropia pachystachya,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Urticaceae,Cecropia,Cecropia pachystachya,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Urticaceae,Cecropia,Cecropia pachystachya,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,Plant,,,Urticaceae,Cecropia,Cecropia pachystachya,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Moraceae,Ficus,,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,Plant,,,Moraceae,Ficus,,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma doriae,Plant,,,Moraceae,Ficus,,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus planirostris,Plant,,,Moraceae,Ficus,,
Primary  ,228,"Pedro, W. A. &  V. A. Taddei. 1997",,Panga Ecological Reserve,Brazil,Forest,-19.1666667,-48.38333333,800,,Seed Dispersal,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper amalago,
