CitationId,CitationShortDescription,Region,LocationDescription,Country,HabitatType,Lat,Long,Elev,ElevRangeMax,InteractionType,InteractionTags,BatOrder,BatFamily,BatGenus,BatSpecies,Plant/Arthropod,ObjectClass,ObjectOrder,ObjectFamily,ObjectGenus,ObjectSpecies
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Malpighiaceae,Malpighia,Malpighia glabra
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Calophyllaceae,Mammea,Mammea americana
350,"Gardner, A. L. 1977",,,Guyana,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Anacardiaceae,Mangifera,Mangifera indica
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Sapotaceae,Manilkara,Manilkara bidentata
350,"Gardner, A. L. 1977",,,Costa Rica,,,,,,Visitation,"Secondary, Flower",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Sapotaceae,Manilkara,Manilkara zapota
350,"Gardner, A. L. 1977",,,Guyana,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Sapotaceae,Manilkara,Manilkara zapota
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Sapindaceae,Melicoccus,Melicoccus bijugatus
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Sapotaceae,Mimusops,Mimusops elengi
350,"Gardner, A. L. 1977",,,Jamaica,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Morus,Morus tinctoria
350,"Gardner, A. L. 1977",,,Mexico,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Muntingiaceae,Muntingia,Muntingia calabura
350,"Gardner, A. L. 1977",,,Costa Rica,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Muntingiaceae,Muntingia,
350,"Gardner, A. L. 1977",,,Panama,,,,,,Consumption,"Secondary, Fruit",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Musaceae,Musa,
350,"Gardner, A. L. 1977",,,Costa Rica,,,,,,Visitation,"Secondary, Flower",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Malvaceae,Ochroma,Ochroma lagopus
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Arecaceae,Oenocarpus,Oenocarpus distichus
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Passifloraceae,Passiflora,Passiflora quadrangularis
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Lauraceae,Persea,Persea americana
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Myrtaceae,Pimenta,Pimenta racemosa
350,"Gardner, A. L. 1977",,,Mexico,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Piperaceae,Piper,Piper amalago
350,"Gardner, A. L. 1977",,,Mexico,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Piperaceae,Piper,Piper auritum
350,"Gardner, A. L. 1977",,,Mexico,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Piperaceae,Piper,Piper hispidum
350,"Gardner, A. L. 1977",,,Mexico,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Piperaceae,Piper,Piper sanctum
350,"Gardner, A. L. 1977",,,Costa Rica,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Piperaceae,Piper,Piper tuberculatum
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Piperaceae,Piper,
350,"Gardner, A. L. 1977",,,Mexico,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Poulsenia,Poulsenia armata
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Sapotaceae,Pouteria,Pouteria multiflora
350,"Gardner, A. L. 1977",,,Costa Rica,,,,,,Visitation,"Secondary, Flower",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Malvaceae,Pseudobombax,Pseudobombax septenatum
350,"Gardner, A. L. 1977",,,Mexico,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Pseudolmedia,Pseudolmedia oxyphyllaria
350,"Gardner, A. L. 1977",,,Colombia,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Myrtaceae,Psidium,Psidium guajava
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Putranjivaceae,Putranjiva,Putranjiva roxburghii
350,"Gardner, A. L. 1977",,,Mexico,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Malvaceae,Quararibea,Quararibea funebris
350,"Gardner, A. L. 1977",,,Mexico,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Clusiaceae,Rheedia,Rheedia edulis
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Arecaceae,Roystonea,Roystonea oleracea
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Sapindaceae,Sapindus,Sapindus saponaria
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Sapotaceae,Sideroxylon,Sideroxylon quadrioculare
350,"Gardner, A. L. 1977",,,Mexico,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Solanaceae,Solanum,
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Anacardiaceae,Spondias,Spondias cytherea
350,"Gardner, A. L. 1977",,,Mexico,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Anacardiaceae,Spondias,Spondias mombin
350,"Gardner, A. L. 1977",,,El Salvador,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Anacardiaceae,Spondias,Spondias purpurea
350,"Gardner, A. L. 1977",,,Mexico,,,,,,Consumption,"Secondary, Fruit",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Anacardiaceae,Spondias,
350,"Gardner, A. L. 1977",,,Colombia,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Myrtaceae,Syzygium,Syzygium jambos
350,"Gardner, A. L. 1977",,,Virgin Islands,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Combretaceae,Terminalia,Terminalia catappa
350,"Gardner, A. L. 1977",,,Mexico,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Staphyleaceae,Turpinia,Turpinia pinnata
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Vitaceae,Vitis,Vitis vinifera
350,"Gardner, A. L. 1977",,,Costa Rica,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Melastomataceae,,
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Sapotaceae,Manilkara,Manilkara zapota
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Arecaceae,Acrocomia,Acrocomia aculeata
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Myrtaceae,Anamomis,Anamomis umbellulifera
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Fabaceae,Andira,Andira inermis
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Annonaceae,Annona,Annona muricata
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Annonaceae,Annona,Annona pisonis
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Annonaceae,Annona,Annona squamosa
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Artocarpus,Artocarpus integrifolia
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Arecaceae,Bactris,
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Malpighiaceae,Byrsonima,Byrsonima spicata
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Sapotaceae,Calocarpum,Calocarpum mammosum
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Caricaceae,Carica,Carica papaya
350,"Gardner, A. L. 1977",,,,,,,,,Visitation,"Secondary, Flower",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Urticaceae,Cecropia,Cecropia peltata
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Urticaceae,Cecropia,Cecropia peltata
350,"Gardner, A. L. 1977",,,,,,,,,Visitation,"Secondary, Flower",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Urticaceae,Cecropia,
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Urticaceae,Cecropia,
350,"Gardner, A. L. 1977",,,Costa Rica,,,,,,Visitation,"Secondary, Flower",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Malvaceae,Ceiba,Ceiba pentandra
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Cactaceae,Cereus,Cereus hexagonus
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Chlorophora,Chlorophora tinctoria
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Arecaceae,Chrysalidocarpus,Chrysalidocarpus lutescens
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Chrysobalanaceae,Chrysobalanus,Chrysobalanus icaco
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Sapotaceae,Chrysophyllum,Chrysophyllum cainito
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Polygonaceae,Coccoloba,Coccoloba uvifera
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Arecaceae,Coccothrinax,
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Rubiaceae,Coffea,
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Boraginaceae,Cordia,Cordia bicolor
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Boraginaceae,Cordia,Cordia collococca
350,"Gardner, A. L. 1977",,,,,,,,,Visitation,"Secondary, Flower",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Bignoniaceae,Crescentia,Crescentia cujete
350,"Gardner, A. L. 1977",,,Costa Rica,,,,,,Visitation,"Secondary, Flower",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Bignoniaceae,Crescentia,
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Ebenaceae,Diospyros,Diospyros mabola
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Fabaceae,Dipteryx,Dipteryx odorata
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Cactaceae,Epiphyllum,Epiphyllum hookeri
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Myrtaceae,Eugenia,Eugenia jambos
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Myrtaceae,Eugenia,Eugenia malaccensis
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Myrtaceae,Eugenia,Eugenia uniflora
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus benjamina
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus religiosa
350,"Gardner, A. L. 1977",,,El Salvador,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Salicaceae,Flacourtia,Flacourtia indica
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Cactaceae,Hylocereus,Hylocereus lemairei
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Arecaceae,Livistona,Livistona chinensis
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Sapotaceae,Lucuma,Lucuma caimito
350,"Gardner, A. L. 1977",,,,,,,,,Visitation,"Secondary, Flower",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Sapotaceae,Madhuca,Madhuca latifolia
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Malpighiaceae,Malpighia,Malpighia glabra
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Calophyllaceae,Mammea,Mammea americana
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Anacardiaceae,Mangifera,Mangifera indica
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Sapotaceae,Manilkara,Manilkara bidentata
350,"Gardner, A. L. 1977",,,Costa Rica,,,,,,Visitation,"Secondary, Flower",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Sapotaceae,Manilkara,Manilkara zapota
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Sapindaceae,Melicoccus,Melicoccus bijugatus
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Sapotaceae,Mimusops,Mimusops elengi
350,"Gardner, A. L. 1977",,,,,,,,,Consumption,"Secondary, Fruit",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Musaceae,Musa,Musa paradisiaca
350,"Gardner, A. L. 1977",,,,,,,,,Consumption,"Secondary, Fruit",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Musaceae,Musa,
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Myrtaceae,Myrcia,Myrcia jaboticaba
350,"Gardner, A. L. 1977",,,Costa Rica,,,,,,Visitation,"Secondary, Flower",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Malvaceae,Ochroma,Ochroma lagopus
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Passifloraceae,Passiflora,Passiflora quadrangularis
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Lauraceae,Persea,Persea americana
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Myrtaceae,Pimenta,Pimenta racemosa
350,"Gardner, A. L. 1977",,,Costa Rica,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Piperaceae,Piper,
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Sapotaceae,Pouteria,Pouteria multiflora
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Myrtaceae,Psidium,Psidium guajava
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Myrtaceae,Psidium,Psidium mediterraneum
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Putranjivaceae,Putranjiva,Putranjiva roxburghii
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Arecaceae,Roystonea,Roystonea oleracea
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Sapindaceae,Sapindus,Sapindus saponaria
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Sapotaceae,Sideroxylon,Sideroxylon quadrioculare
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Solanaceae,Solanum,Solanum paniculatum
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Anacardiaceae,Spondias,Spondias cytherea
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Anacardiaceae,Spondias,Spondias mombin
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Combretaceae,Terminalia,Terminalia catappa
350,"Gardner, A. L. 1977",,,,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Vitaceae,Vitis,Vitis vinifera
350,"Gardner, A. L. 1977",,,Costa Rica,,,,,,Visitation,"Secondary, Flower",Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Malvaceae,Ceiba,Ceiba pentandra
350,"Gardner, A. L. 1977",,,Costa Rica,,,,,,Visitation,"Secondary, Flower",Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Bignoniaceae,Crescentia,
350,"Gardner, A. L. 1977",,,Costa Rica,,,,,,Visitation,"Secondary, Flower",Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Malvaceae,Ochroma,Ochroma lagopus
350,"Gardner, A. L. 1977",,,Costa Rica,,,,,,Visitation,"Secondary, Flower",Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Malvaceae,Pseudobombax,Pseudobombax septenatum
350,"Gardner, A. L. 1977",,,Costa Rica,,,,,,Visitation,"Secondary, Flower",Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Fabaceae,Hymenaea,Hymenaea courbaril
350,"Gardner, A. L. 1977",,,Mexico,,,,,,Consumption,"Secondary, Fruit",Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plant,,,Moraceae,Ficus,Ficus padifolia
350,"Gardner, A. L. 1977",,,Costa Rica,,,,,,Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus toltecus,Plant,,,Urticaceae,Cecropia,
350,"Gardner, A. L. 1977",,,Costa Rica,,,,,,Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus watsoni,Plant,,,Urticaceae,Cecropia,
350,"Gardner, A. L. 1977",,,Panama,,,,,,Consumption,"Secondary, Fruit",Chiroptera,Phyllostomidae,Artibeus,,Plant,,,Anacardiaceae,Mangifera,
350,"Gardner, A. L. 1977",,,Panama,,,,,,Consumption,"Secondary, Fruit",Chiroptera,Phyllostomidae,Artibeus,,Plant,,,Musaceae,Musa,
350,"Gardner, A. L. 1977",,,Panama,,,,,,Consumption,"Secondary, Fruit",Chiroptera,Phyllostomidae,Artibeus,,Plant,,,Arecaceae,Acrocomia,
350,"Gardner, A. L. 1977",,,Panama,,,,,,Consumption,"Secondary, Fruit",Chiroptera,Phyllostomidae,Artibeus,,Plant,,,Moraceae,Ficus,
350,"Gardner, A. L. 1977",,,Panama,,,,,,Consumption,"Secondary, Fruit",Chiroptera,Phyllostomidae,Artibeus,,Plant,,,Urticaceae,Cecropia,
350,"Gardner, A. L. 1977",,,Panama,,,,,,Consumption,"Secondary, Fruit",Chiroptera,Phyllostomidae,Artibeus,,Plant,,,Boraginaceae,Cordia,
350,"Gardner, A. L. 1977",,,Panama,,,,,,Consumption,"Secondary, Fruit",Chiroptera,Phyllostomidae,Artibeus,,Plant,,,Moraceae,Brosimum,
350,"Gardner, A. L. 1977",,,Panama,,,,,,Consumption,"Secondary, Fruit",Chiroptera,Phyllostomidae,Artibeus,,Plant,,,Anacardiaceae,Anacardium,
350,"Gardner, A. L. 1977",,,Panama,,,,,,Consumption,"Secondary, Fruit",Chiroptera,Phyllostomidae,Artibeus,,Plant,,,Lauraceae,Persea,
350,"Gardner, A. L. 1977",,,Panama,,,,,,Consumption,"Secondary, Fruit",Chiroptera,Phyllostomidae,Artibeus,,Plant,,,Myrtaceae,Eugenia,
350,"Gardner, A. L. 1977",,,Virgin Islands,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Brachyphylla,Brachyphylla cavernarum,Plant,,,Sapotaceae,Manilkara,Manilkara zapota
350,"Gardner, A. L. 1977",,,Mexico,,,,,,Seed Dispersal,"Secondary, Seed",Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Moraceae,Ficus,
