Notes-Cullen,Notes-Tuli,Secondary-cit. to add later?,Final status,Comments,Primary or Secondary interaction,Citation Number,Citation Short Description,Region,Location Description,Country,Habitat Type,Lat.,Long.,Elev. (or Range Min),Elev. Range Max,Interaction Type,Interaction Tags,Subject Order,Bat Family,Bat Genus,Bat Species,Object Kingdom,Object Phylum,Object Class,Object Order,Object Family,Object Genus,Object Species,
C to find paper and check interactions,,,,,Primary  ,302,"van der Pijl, L. 1957",,,,,,,,,Seed Dispersal,,Chiroptera,,,,Plantae,,,,Moraceae,Ficus,Ficus benjamina,
C to find paper and check interactions,,,,,Primary  ,302,"van der Pijl, L. 1957",,,,,,,,,Seed Dispersal,,Chiroptera,,,,Plantae,,,,Boraginaceae,Cordia,Cordia bicolor,
C to find paper and check interactions,,,,,Primary  ,303,"van der Pijl, L. 1982",,,,,,,,,Seed Dispersal,,Chiroptera,,,,Plantae,,,,Fabaceae,Andira,,
C to find paper and check interactions,,,,,Primary  ,303,"van der Pijl, L. 1982",,,,,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,,Plantae,,,,Fabaceae,Andira,,
C to find paper and check interactions,,,,,Primary  ,303,"van der Pijl, L. 1982",,,,,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Anacardiaceae,Spondias,Spondias purpurea,
C to find paper and check interactions,,,,,Primary  ,303,"van der Pijl, L. 1982",,,,,,,,,Seed Dispersal,,Chiroptera,,,,Plantae,,,,Fabaceae,Swartzia,Swartzia prouacensis,
C to find paper and check interactions,,,,,Primary  ,303,"van der Pijl, L. 1982",,,,,,,,,Seed Dispersal,,Chiroptera,,,,Plantae,,,,Lecythidaceae,Lecythis,Lecythis zabucajo,
C to find paper and check interactions,,,,,Primary  ,303,"van der Pijl, L. 1982",,,,,,,,,Seed Dispersal,,Chiroptera,,,,Plantae,,,,Moraceae,Chlorophora,Chlorophora excelsa,
C to find paper and check interactions,,,,,Primary  ,303,"van der Pijl, L. 1982",,,,,,,,,Seed Dispersal,,Chiroptera,,,,Plantae,,,,Lecythidaceae,Lecythis,Lecythis usitata,
C to find paper and check interactions,,,,,Primary  ,304,"van Roosmalen, M. G. M. 1985",,,,,,,,,Seed Dispersal,,Chiroptera,,,,Plantae,,,,Chrysobalanaceae,Couepia,Couepia caryophylloides,
C to find paper and check interactions,,,,,Primary  ,304,"van Roosmalen, M. G. M. 1985",,,,,,,,,Seed Dispersal,,Chiroptera,,,,Plantae,,,,Chrysobalanaceae,Licania,Licania majuscula,
C to check interactions,,,,,Primary  ,305,"Varassin, I. G., J. R. Trigo & M. Sazima. 2001",,,Brazil,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaginae,,Plantae,,,,Passifloraceae,Passiflora,Passiflora galbana,
C to check interactions,,,,,Primary  ,305,"Varassin, I. G., J. R. Trigo & M. Sazima. 2001",,,Brazil,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Passifloraceae,Passiflora,Passiflora mucronata,
C to check interactions,,,,,Primary  ,305,"Varassin, I. G., J. R. Trigo & M. Sazima. 2001",,,Brazil,,,,,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plantae,,,,Passifloraceae,Passiflora,Passiflora mucronata,
C to check interactions,,,,,Primary  ,305,"Varassin, I. G., J. R. Trigo & M. Sazima. 2001",,,Brazil,,,,,,Pollination,,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plantae,,,,Passifloraceae,Passiflora,Passiflora mucronata,
C to check interactions,,,,,Primary  ,305,"Varassin, I. G., J. R. Trigo & M. Sazima. 2001",,,Brazil,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Passifloraceae,Passiflora,Passiflora mucronata,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,18.583333,-95.083333,100,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Urticaceae,Cecropia,Cecropia obtusifolia,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Anacardiaceae,Spondias,Spondias mombin,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Moraceae,Ficus,,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Moraceae,Ficus,Ficus glabrata,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Moraceae,Poulsenia,Poulsenia armata,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Moraceae,Ficus,Ficus obtusifolia,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Caesalpiniaceae,Cynometra,Cynometra retusa,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Clusiaceae,Calophyllum,Calophyllum brasiliense,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Moraceae,Brosimum,Brosimum alicastrum,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Piperaceae,Piper,Piper auritum,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Piperaceae,Piper,Piper hispidum,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Staphyleaceae,Turpinia,Turpinia pinnata,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Solanaceae,Solanum,,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Araliaceae,Dendropanax,Dendropanax arboreus,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Bombacaceae,Quararibea,Quararibea funebris,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Araceae,Anthurium,,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Chrysobalanaceae,Licania,,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Elaeocarpaceae,Muntingia,Muntingia calabura,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Moraceae,Pseudolmedia,Pseudolmedia oxyphyllaria,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Piperaceae,Piper,Piper amalago,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Piperaceae,Piper,Piper sanctum,
C to check interactions,,,,,Primary  ,306,"Vásquez-Yanes, C. et al. 1975",,,Mexico,Forest,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Clusiaceae,Rheedia,Rheedia edulis,
C to find paper and check interactions,,,,,Primary  ,307,"Villa-R., B. & M. Villa Cornejo. 1969",,,Argentina,,,,,,Seed Dispersal,,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plantae,,,,Musaceae,Musa,,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Bignoniaceae,Kigelia,Kigelia aethiopica,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plantae,,,,Gentianaceae,Symbolanthus,Symbolanthus latifolius,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Marcgraviaceae,Marcgravia,Marcgravia rectiflora,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Marcgraviaceae,Marcgravia,,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Solanaceae,Trianaea,Trianaea nobilis,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Solanaceae,Trianaea,Trianaea speciosa,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plantae,,,,Solanaceae,Trianaea,Trianaea spectabilis,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Gesneriaceae,Capanea,Capanea grandiflora,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Polemoniaceae,Cobaea,Cobaea scandens,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Polemoniaceae,Cobaea,Cobaea trianae,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Melastomataceae,Tibouchina,Tibouchina grossa,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Fabaceae,Mucuna,Mucuna mutisiana,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Malvaceae,Ochroma,Ochroma lagopus,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Cucurbitaceae,Cayaponia,,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Lythraceae,Lafoensia,Lafoensia punicifolia,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Capparaceae,Cleome,Cleome anomala,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Gentianaceae,Macrocarpaea,,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Myrtaceae,Eugenia,Eugenia jambos,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Cucurbitaceae,Calycophysum,Calycophysum pedunculatum,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Bignoniaceae,Crescentia,Crescentia cujete,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Bignoniaceae,Enallagma,Enallagma latifolia,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Gentianaceae,Chelonanthus,,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Gentianaceae,Chelonanthus,Chelonanthus alatus,
C to check interactions,,,,,Primary  ,310,"Vogel, S. 1958",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Gentianaceae,Macrocarpaea,Macrocarpaea marcophylla,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Mimosaceae,Calliandra,Calliandra anomala,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Campanulaceae,Burmeistera,,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Campanulaceae,Centropogon,,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Campanulaceae,Siphocampylus,,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Sterculiaceae,Helicteres,Helicteres rekoi,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Passifloraceae,Passiflora,Passiflora mucronata,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Scrophulariaceae,Eremogeton,Eremogeton grandiflorus,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Marcgraviaceae,Marcgravia,,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Amaryllidaceae,Hippeastrum,,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Amaryllidaceae,Eustephia,,
C to check interactions,,,,,Primary  ,311,"Vogel, S. 1990",,,Argentina,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Rubiaceae,Hillia,,
C to check interactions,,,,,Primary  ,309,"Vogel, S., A. V. Lopes & I. C. Machado. 2005",,,Brazil,,,,,,Pollination,,Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla mordax,Plantae,,,,Mimosaceae,Mimosa,Mimosa lewisii,
C to check interactions,,,,,Primary  ,308,"Vogel, S., I. C. Machado & A. V. Lopes. 2004",,,Brazil,Forest,-9.116667,-37.016667,800,1000,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Acanthaceae,Harpochilus,Harpochilus neesianus,
C to check interactions,,,,,Primary  ,308,"Vogel, S., I. C. Machado & A. V. Lopes. 2004",,,Brazil,Forest,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Acanthaceae,Ruellia,Ruellia exostemma,
C to check interactions,,,,,Primary  ,308,"Vogel, S., I. C. Machado & A. V. Lopes. 2004",,,Brazil,Forest,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Acanthaceae,Ruellia,Ruellia eurycodon,
C to check interactions,,,,,Primary  ,308,"Vogel, S., I. C. Machado & A. V. Lopes. 2004",,,Brazil,Forest,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Acanthaceae,Ruellia,Ruellia malaca,
C to check interactions,,,,,Primary  ,314,"von Helversen, D. & O. von Helversen. 1999",,,Costa Rica,Forest,9.84597,-83.60041,222,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga commissarisi,Plantae,,,,Fabaceae,Mucuna,Mucuna holtonii,
C to check interactions,,,,,Primary  ,313,"von Helversen, O. & C. C. Voigt. 2002",,,Costa Rica,Forest,10.833333,-85.616667,100,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Sterculiaceae,Helicteres,Helicteres baruensis,
C to check interactions,,,,,Primary  ,312,"von Helversen, O. & H. U. Reyer. 1984",,,Venezuela,Forest,10.399351,-67.61879,450,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Capparaceae,Capparis,,
C to check interactions,,,,,Primary  ,312,"von Helversen, O. & H. U. Reyer. 1984",,,Venezuela,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plantae,,,,Cactaceae,Lemaireocereus,Lemaireocereus griseus,
C to check interactions,,,,,Primary  ,312,"von Helversen, O. & H. U. Reyer. 1984",,,Venezuela,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Cactaceae,Lemaireocereus,,
C to check interactions,,,,,Primary  ,312,"von Helversen, O. & H. U. Reyer. 1984",,,Venezuela,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plantae,,,,Capparaceae,Capparis,,
C to check interactions,,,,,Primary  ,312,"von Helversen, O. & H. U. Reyer. 1984",,,Venezuela,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plantae,,,,Capparaceae,Capparis,,
C to check interactions,,,,,Primary  ,312,"von Helversen, O. & H. U. Reyer. 1984",,,Venezuela,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plantae,,,,Cactaceae,Lemaireocereus,,
C to check interactions,,,,,Primary  ,312,"von Helversen, O. & H. U. Reyer. 1984",,,Venezuela,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plantae,,,,Myrtaceae,Eugenia,Eugenia jambos,
C to check interactions,,,,,Primary  ,312,"von Helversen, O. & H. U. Reyer. 1984",,,Venezuela,Forest,,,,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plantae,,,,Bromeliaceae,Vriesea,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Musaceae,Musa,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Bromeliaceae,Vriesea,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plantae,,,,Malvaceae,Pseudobombax,Pseudobombax septenatum,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Plantae,,,,Malvaceae,Ochroma,Ochroma lagopus,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plantae,,,,Malvaceae,Ochroma,Ochroma lagopus,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plantae,,,,Capparaceae,Capparis,Capparis hastata,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaginae,,Plantae,,,,Lythraceae,Lafoensia,Lafoensia punicifolia,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Carollia,,Plantae,,,,Lythraceae,Lafoensia,Lafoensia punicifolia,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Rubiaceae,Condaminea,Condaminea corymbosa,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Lichonycteris,Lichonycteris obscura,Plantae,,,,Solanaceae,Markea,Markea neurantha,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga commissarisi,Plantae,,,,Fabaceae,Mucuna,Mucuna holtonii,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Bromeliaceae,Vriesea,Vriesea gladioliflora,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plantae,,,,Capparaceae,Capparis,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Polemoniaceae,Cobaea,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Solanaceae,Nicotiana,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaginae,,Plantae,,,,Gentianaceae,Macrocarpaea,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Stenodermatinae,,Plantae,,,,Lythraceae,Lafoensia,Lafoensia punicifolia,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Stenodermatinae,,Plantae,,,,Malvaceae,Ochroma,Ochroma lagopus,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Stenodermatinae,,Plantae,,,,Fabaceae,Hymenaea,Hymenaea courbaril,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Gesneriaceae,Paliavana,Paliavana prasinata,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Cucurbitaceae,Edmondia,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Gentianaceae,Macrocarpaea,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Capparaceae,Cleome,Cleome moritziana,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Fabaceae,Erythrina,Erythrina glauca,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Bromeliaceae,Vriesea,Vriesea gladioliflora,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Polemoniaceae,Cobaea,Cobaea scandens,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Fabaceae,Mucuna,Mucuna holtonii,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Malvaceae,Pseudobombax,Pseudobombax septenatum,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Malvaceae,Bombacopsis,Bombacopsis quinata,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Fabaceae,Bauhinia,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Capparaceae,Capparis,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Mimosaceae,Calliandra,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Campanulaceae,Centropogon,Centropogon smithi,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Fabaceae,Mucuna,Mucuna urens,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Fabaceae,Eperua,Eperua leucantha,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Chrysobalanaceae,Couepia,Couepia longipendula,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Solanaceae,Markea,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Malvaceae,Wercklea,Wercklea lutea,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Malvaceae,Abutilon,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Malvaceae,Pseudobombax,Pseudobombax ellipticum,
